Name,UV wave(nm),UV Energy(mW/cm2),PFAS concentration(μM),Electron donor concentration(mM),pH,Temp(℃),Time(h),nAcid,nBase,nAtom,nHeavyAtom,nH,nC,nN,nO,nS,nF,nX,#H:C,#O:C,#F:C,DBE,HybRatio,nAtomP,nRing,MW(g/mol),ClogP,HBDC,HBAC,RBC,TPSA(Å2),CPLX,E(B3LYP)(a.u),E(EE)(a.u),μ(Debye),α(a.u),EHOMO(eV),ELUMO(eV),EGAP(eV),ELUMO+ EHOMO(eV),qH+(e),qC-(e),qF-(e),f-min(e),f-max(e),f+min(e),f+max(e),f0min(e),f 0max(e),IP(eV),EA(eV),ζ(eV),CI(eV),η(eV),S(eV-1),EI,NI,Volume(Å3),ESP-min(kcal/mol),ESP-max(kcal/mol),SAG(Å2),ESP-Positive surface area(Å2),ESP-Average Negative surface area(Å2),ESP- Overall average value(kcal/mol),ESP-Positive average value(kcal/mol),ESP-Negative average value(kcal/mol),MPI(kcal/mol),Nonpolar surface area(Å2),Nonpolar surface area(%), Polar surface area(Å2), Polar surface area(%),electron donor_I-,electron donor_SO32-,water_Milli-Q water,oxygen condition_A,oxygen condition_S,Kobs(h-1)
PFHpA,0.19600459848839574,1.5015833876061029,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,-1.4950900031928034,-0.5922154880488787,0.0,0.0,0.14874102932718225,0.2374482269272186,-0.4467953564767357,0.38354647392991514,0.0,-0.7538821192694377,-0.6405126152203485,0.4127995957242184,0.4032888759470136,-0.7463365582266812,-0.9634532866794738,0.19340499382292528,0.4968414086913733,0.0971532847241727,-0.6593804733957873,0.0,0.1879266237096684,0.5184436590459923,0.0,0.2409640360845832,0.17140331343628265,-0.8076740521687841,0.1069370196285482,-0.044910387290922,-0.044910387290922,-0.5296822792030493,-2.36908837369016,0.2640266608802451,-0.5796865801575913,-0.5281435929517757,-0.38846851888345607,0.6683876048345102,0.3401652917468382,0.4236466949307553,-0.20111388590762277,0.2960275692992197,-0.5036597250807033,0.2702971690518937,-0.42306845095763096,0.1694502818922237,0.1683591850734466,0.25102573038100123,0.22855677309977812,-0.2425986997646036,-0.1783319183353782,0.12317245186660934,0.2665149641017881,0.18090597634073313,0.11525595501496019,0.23669284683885314,-0.15858925278243066,0.06084435577797951,-0.3841143602842328,0.5210060126029541,-0.7208174778551767,-0.373724904894575,0.7671339067081953,-0.7578529152199499,0.312331177975376,0.9108093882339947,-0.9311399864578461,-0.9108093882339964,0.0,1.0,1.0,0.0,1.0,2.014452214319023
62H-PFESA,0.19600459848839574,0.07992699234667108,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,0.6688560540599391,1.6223013511140667,0.0,0.0,1.2395085777265198,1.2420368793116041,0.3459060824336017,0.8421346492809009,0.0,1.6851482666022728,1.5612494995995998,1.11498447504892,1.1037379762760375,-0.09227353729624603,0.12257079918588153,0.7906318930265909,-1.4550355540247364,1.0821174715326731,1.1539158284426272,0.0,1.3090615501195966,0.8739848217333936,0.0,1.2927911777236376,1.8109132680442044,1.8773040501898997,1.431791641831254,-1.4395330248767984,-1.4395330248767984,4.4345223081726965,1.308124486460565,-1.59824917914557,1.2973300272525403,1.696589581013167,0.09570564000714894,-0.45706620187538566,0.3451144594066693,-0.5076079888169046,-0.431913051728967,-1.5468917235921775,0.07743467361171742,-1.7552199449871593,0.14824460978838075,-1.622393911236911,-0.05083114547572859,0.21058145225590896,0.10085724739128223,-0.17209038188156559,-0.38318295695774063,0.32112817808079586,0.12763075005904329,-1.725809217423106,1.313197079315884,0.7256166314693594,1.11511088603987,1.4029135697679562,1.7232676746054167,0.2166862835790871,0.9848891065691814,-0.7136284663077104,-0.08181077253226306,-0.06820449731960246,1.000571661401682,-0.1449173572452729,1.9624929296290925,0.1449173572452721,0.0,1.0,1.0,0.0,1.0,-0.5911134234708524
HFPO-TrA,0.19600459848839574,-0.5333365507064175,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,0.6688560540599391,-0.038586278258142294,0.0,0.0,1.2395085777265198,1.3855495439379448,-0.4467953564767357,1.3007228246318867,0.0,1.6851482666022728,-0.6405126152203485,1.349046101490487,1.3372210097190456,-0.9401330088727361,-0.1589910008532848,0.32612208253485053,0.4968414086913733,0.31603421665822773,-0.6593804733957873,0.0,1.2917528590570329,1.5139589145707162,0.0,1.5031566060514485,0.9911582907402435,0.623798423152128,1.1248755131356465,-1.0294834457977684,-1.0294834457977684,-0.8983897972385851,1.029798511622201,-0.07630719074163286,-0.35777241407848753,-0.20373514843170248,-0.42351408052456,0.805124983219824,0.11497816322452827,0.25083654743118994,-1.3038210114984898,0.44409362793245954,-2.1292529163595004,0.3376822785209036,-1.8595127179761748,0.2751271293621119,0.2510108971086076,0.2267992073456737,0.2532651464461666,-0.2562412394108103,-0.04084799979688028,-0.008798032276182675,0.271259455885857,-0.16734086169400578,1.2297806348195115,0.23980281946105966,0.004066177300771133,1.2180282432029703,0.6881514705656738,1.0890419416535837,0.08887431352333806,-1.0387094008913007,1.132007638308055,-1.268702106761895,1.5048695374400545,1.2540617204539928,-0.7003236480919597,-1.2540617204539937,0.0,1.0,1.0,0.0,1.0,-0.4637425208796364
TFA,0.19600459848839574,1.5015833876061029,-0.35203119318909465,-0.03642456215979095,-0.9764849470430743,-1.4950900031928034,-0.038586278258142294,0.0,0.0,-1.8964481239215754,-1.9152417424678931,-0.4467953564767357,-1.9093944028250136,0.0,-0.7538821192694377,-0.6405126152203485,-1.927816668691453,-1.9315414584830661,1.433873511541436,2.6566269995383776,-1.2996622541862395,0.4968414086913733,-2.3652571788497045,-0.6593804733957873,0.0,-1.902829469663978,-1.8992362472283364,0.0,-1.8626902471935256,-1.8779841298236195,-0.8076740521687841,-1.758089989078427,1.824905639086188,1.824905639086188,1.206030053978369,-1.585531204454412,0.5278805288503954,-0.22484939841282392,-0.4222077553998772,0.17609277860894978,-1.7087391270948,0.679183276445261,-0.01797923756813427,3.346354773938965,-0.6915586664389941,3.100596671872286,1.7468238324169565,3.2659815984309026,2.076295750209178,0.8883585975134876,-0.43102096978299276,0.1642912443478745,-0.20711497885788396,1.738041146181799,-1.6144389226801437,-0.21483529326374995,0.4512293965890168,-1.9115084695723654,-1.8157139488409964,-0.3793174727661647,-1.9430980553571044,-1.0788833673550104,-1.7584149454700888,1.708789732955481,1.7606693606508776,-1.9613157523830607,2.900312747623294,-2.0633081870301595,-2.708018653756438,-0.15829426923274376,2.7080186537564366,0.0,1.0,1.0,0.0,1.0,-0.5421956130553854
PFHpS,0.19600459848839574,-0.17095354799322876,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,0.6688560540599391,-0.038586278258142294,0.0,0.0,0.6941248035268509,0.8114988854325818,-0.4467953564767357,0.38354647392991514,0.0,0.4656330736664175,1.5612494995995998,0.8809228486073527,0.8702549428330296,-0.7463365582266812,-0.2394372294359037,1.3878587922302563,-1.4550355540247364,1.0821174715326731,1.1539158284426272,0.0,0.9075333642141317,0.5184436590459923,0.0,0.8720603210680159,0.581280802088263,1.1654366570573378,1.0839533626428988,-1.1033380822243264,-1.1033380822243264,0.9862446241140135,0.8364118352750834,-1.4788313649761515,0.6472547062348211,1.194565314692771,-0.47561905978645014,0.5421684863249886,0.336453416001965,0.8844737549295971,-0.32078752744461614,-1.3686374394123546,-0.4742372238810871,-1.608558236142844,-0.4720381418787177,-1.4794193528952975,0.2851769543632648,0.27194863663878405,0.296148429032927,-0.2799189163929284,-0.06803926368560723,0.01319704841428317,0.3407015629072294,-1.6033986120276564,0.7997279057499532,1.2932503204683932,1.581090313794253,0.7497507955241428,1.6948612631118967,-0.7470815639713864,0.4900800826362625,-1.4342555888053683,-0.4842511724195265,-0.49986141478332685,0.6555076842961468,0.26382390677985607,0.5925071909574141,-0.26382390677985645,0.0,1.0,1.0,0.0,1.0,-0.505276510855033
PFOS,0.1728046280790797,-1.2859781717261165,3.59993676784663,3.3024936358210386,-0.9764849470430743,-1.4950900031928034,-0.5922154880488787,0.0,0.0,1.1031626341766025,1.2420368793116041,-0.4467953564767357,0.8421346492809009,0.0,0.4656330736664175,1.5612494995995998,1.349046101490487,1.3372210097190456,-0.8553470617150871,-0.5109432509022424,1.3132054298297984,-1.4550355540247364,1.0821174715326731,1.1539158284426272,0.0,1.325701306261868,1.0162012868083543,0.0,1.2927911777236376,0.9911582907402435,1.1654366570573378,1.534097018063123,-1.4772985224090642,-1.4772985224090642,0.8235971385237978,1.203144649230466,-1.2903117338427468,0.4572813256365217,0.9693800873579039,-0.5245931491710094,0.5421684863249886,0.3562500866412888,0.9516777011794288,-0.23530635491819224,-1.5914552946371334,-0.1579453359852125,-1.836478459346847,-0.24351291758031293,-1.678340477544499,-0.012394331064240338,0.5086077294301655,0.2959108485199804,-0.2797877381270992,-0.7912046751981072,0.7610297918901006,0.5145224891781182,-1.410431893800108,1.2116630506098527,1.2832835481398859,1.5828649616013943,1.2096081307763944,2.080830478369278,-0.4765899425606447,0.4730376718470664,-1.5417009672627586,-0.18589249668565297,-0.7289086790487663,1.134410498866783,0.472711016847946,0.6657719275735519,-0.47271101684794714,0.0,1.0,1.0,0.0,1.0,0.1731119920764435
PFPeS,0.19600459848839574,0.07992699234667108,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,0.6688560540599391,1.6223013511140667,0.0,0.0,-0.12395085777265212,-0.04957710232546295,-0.4467953564767357,-0.5336298767720563,0.0,0.4656330736664175,1.5612494995995998,-0.055323657158915865,-0.06367719093900233,-0.39750294706378236,0.6293820392563806,1.6267495519117237,-1.4550355540247364,1.0821174715326731,1.1539158284426272,0.0,0.0712810969836952,-0.4059633639412509,0.0,0.030598607756772315,-0.23847417521569778,1.1654366570573378,0.21435766467201084,-0.355416168602331,-0.355416168602331,0.7077808310213001,0.14345684213923454,-1.3274654801978891,0.5321557616996666,1.039155711953018,-0.4767604636317471,0.5211319665734012,0.36367383813103554,0.980479392429356,0.19209950771392686,-1.1803204133836704,0.28339218200903116,-1.4381135474859377,0.2543456067840686,-1.4390134994509283,0.40639109131452866,0.21468594582800993,0.3195501095581111,-0.2928399755770754,0.16659995728676424,-0.20675375849036917,0.3208609609011233,-1.448401850103326,-0.0009957213588635196,1.2085645983991717,1.4259003492459053,-0.01542494149140526,0.6923426372413426,-0.7954513624031004,0.09702914254174684,-1.025077846258421,-0.6196780161478215,-0.039395890162063955,-0.1265915736088895,-0.15733767189797013,0.41550477417683307,0.15733767189796932,0.0,1.0,1.0,0.0,1.0,-0.575884293813207
PFHxA,0.19600459848839574,-0.19882916358655084,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,0.6688560540599391,-0.45380818560119457,0.0,0.0,-0.26029680132256927,-0.19308976695180374,-0.4467953564767357,-0.07504170142107057,0.0,-0.7538821192694377,-0.6405126152203485,-0.055323657158915865,-0.06367719093900233,-0.6009892202421401,-0.7221146009316172,0.0938671772889804,0.4968414086913733,-0.06700741422636915,-0.6593804733957873,0.0,-0.23024131833806807,0.020686031283630755,0.0,-0.17976682057103857,-0.23847417521569778,-0.8076740521687841,-0.3022844852989285,0.3290514683082256,0.3290514683082256,-0.3589175793349194,-0.2144552132282995,0.38340849749266903,-0.6885690855272705,-0.662998269930935,-0.4078341249067524,0.6683876048345102,0.35501279472633124,0.5292528961804903,0.08952210068221832,0.20690042720930799,0.02594529651238906,0.19498439964535363,0.01765876733214943,0.09174671757612934,0.01624486398745723,0.4001890333671088,0.2450686187495284,-0.25171558923971304,-0.5907836739508747,0.5410789849854482,0.3881464807479192,0.3033165817361825,-0.27824174442215455,0.37390314065207747,-0.11705140254651275,-0.25915903628311543,-0.7965721386064285,0.49319009579254103,-0.911581383922037,0.353216677965106,0.7258649383561856,-0.5169757869865934,-0.030845328345394742,0.7335376245545889,-0.9447555569794294,-0.7335376245545898,0.0,1.0,1.0,0.0,1.0,-0.4545127453295483
PFPrA,0.19600459848839574,1.5015833876061029,-0.35203119318909465,-0.03642456215979095,-0.9764849470430743,-1.4950900031928034,-0.038586278258142294,0.0,0.0,-1.4874102932718238,-1.4847037485888708,-0.4467953564767357,-1.4508062274740277,0.0,-0.7538821192694377,-0.6405126152203485,-1.4596934158083188,-1.46457539159705,0.4164421456496479,0.9672561993033799,-0.6028975384486291,0.4968414086913733,-1.2161322930906624,-0.6593804733957873,0.0,-1.4846615276162414,-1.4014786194659745,0.0,-1.441959390537904,-1.468106641171639,-0.8076740521687841,-1.4327588926610828,1.450934455906078,1.450934455906078,-0.429758537133118,-1.2436055129806343,0.20965073474349633,-0.4208641659171615,-0.3926187849587561,-0.26824064717874657,0.657869344958718,0.49235219728664115,0.039624144931719965,1.1152961709993037,1.8385021412746247,1.1954897191971345,1.3147663658215423,1.143961658517144,1.4111532396634106,0.7327271822983416,-0.1420045565474944,0.2621744156816434,-0.2611604243793945,1.1077537596375269,-1.0865569861089786,0.03791672359664942,0.12536783130020504,-1.4962264743803413,0.09803901624535505,-0.13275660904169007,-1.4992060540347414,-1.277889313305863,-0.8600237591896753,-0.257800468501271,1.6478766013463693,0.03571332548548356,0.8058340762793978,-1.3407500529717766,-0.3605791843966525,-1.0711858546798443,0.3605791843966521,0.0,1.0,1.0,0.0,1.0,-0.30683633652813846
PFBA,0.19600459848839574,-0.19882916358655084,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,0.6688560540599391,-0.45380818560119457,0.0,0.0,-1.0783724626220723,-1.0541657547098484,-0.4467953564767357,-0.992218052123042,0.0,-0.7538821192694377,-0.6405126152203485,-0.9915701629251844,-0.9976093247110343,-0.09227353729624603,0.12257079918588153,-0.25451518057982436,0.4968414086913733,-0.6415698536585158,-0.6593804733957873,0.0,-1.066493585568505,-0.9748292242410928,0.0,-1.0212285338822822,-1.0582291525196585,-0.8076740521687841,-1.0746900758495408,1.076979384860002,1.076979384860002,0.9193900345209879,-0.9078920912074411,0.5241776079846127,-0.5484710111801682,-0.639863198389126,-0.15682730386593297,-2.245170380760263,0.3537755028113736,-0.3539989688172902,0.2946769147456354,1.6228719587990321,0.768863451802699,0.870817409319832,0.5155172916965312,1.1220959804075397,0.4551279671042595,0.10446527697720147,0.2771419879972438,-0.2694246551266157,0.3940594625132341,-0.4267045653950215,0.2091497452580458,0.447545744111839,-1.0946424684426719,-1.5277230540558724,-0.6816176351639971,-1.1019925877158137,0.1980882662331289,-1.9003333514279965,1.8360287028282165,-0.5787990936451971,-2.4861120007343303,1.0611682527079407,-1.2789782818340376,-1.3677537907790143,0.3214925015278062,1.367753790779013,0.0,1.0,1.0,0.0,1.0,-0.4452829697794602
TFA,0.19600459848839574,1.5015833876061029,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,-1.4950900031928034,-0.5922154880488787,0.0,0.0,-1.8964481239215754,-1.9152417424678931,-0.4467953564767357,-1.9093944028250136,0.0,-0.7538821192694377,-0.6405126152203485,-1.927816668691453,-1.9315414584830661,1.433873511541436,2.6566269995383776,-1.2996622541862395,0.4968414086913733,-2.3652571788497045,-0.6593804733957873,0.0,-1.902829469663978,-1.8992362472283364,0.0,-1.8626902471935256,-1.8779841298236195,-0.8076740521687841,-1.758089989078427,1.824905639086188,1.824905639086188,1.206030053978369,-1.585531204454412,0.5278805288503954,-0.22484939841282392,-0.4222077553998772,0.17609277860894978,-1.7087391270948,0.679183276445261,-0.01797923756813427,3.346354773938965,-0.6915586664389941,3.100596671872286,1.7468238324169565,3.2659815984309026,2.076295750209178,0.8883585975134876,-0.43102096978299276,0.1642912443478745,-0.20711497885788396,1.738041146181799,-1.6144389226801437,-0.21483529326374995,0.4512293965890168,-1.9115084695723654,-1.8157139488409964,-0.3793174727661647,-1.9430980553571044,-1.0788833673550104,-1.7584149454700888,1.708789732955481,1.7606693606508776,-1.9613157523830607,2.900312747623294,-2.0633081870301595,-2.708018653756438,-0.15829426923274376,2.7080186537564366,0.0,1.0,1.0,0.0,1.0,0.9761024649341095
73FTCA,0.19600459848839574,-0.3660828571464839,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,0.6688560540599391,0.7918575364279622,0.0,0.0,1.3758545212764368,0.9550115500589225,2.724010399164614,1.7593109999828724,0.0,-0.7538821192694377,-0.6405126152203485,0.8809228486073527,0.8702549428330296,1.433873511541436,-1.3978629210256157,-1.2996622541862395,0.4968414086913733,0.39264254145619776,-0.6593804733957873,0.0,0.8406398721848997,1.158417751883315,0.0,0.661694892740205,1.401035779392224,-0.8076740521687841,0.684962395338609,-0.542578941768233,-0.542578941768233,0.06138278171947504,1.1437143851813076,1.8780878002098584,1.7694126276660325,0.24096888196892582,3.247125907913219,-0.7726139981491852,-2.546436745849586,-0.8052254650661559,-0.6370678657923842,0.12927356151809488,-0.6434166057788805,-1.2280305591413783,-0.7087249813306368,-0.5314358682389468,-0.7379206057072409,-0.11567573192645662,-0.41754343185697484,0.11414059415711167,-0.7209351168339841,0.6730494691282403,-3.55970200103234,1.8334491491792988,1.1261668362508273,-0.6038170577165589,-2.231057943001278,1.1869100645604906,0.09143649646204494,1.7069376825382547,-0.40233003961158853,0.12834935811348117,0.7656445636625572,-0.5403441637079309,1.0336881942616365,0.2965683726824207,0.9529956295288546,-0.2965683726824219,0.0,1.0,1.0,0.0,1.0,-0.5421956130553854
PFBA,0.19600459848839574,1.5015833876061029,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,-1.4950900031928034,-0.5922154880488787,0.0,0.0,-1.0783724626220723,-1.0541657547098484,-0.4467953564767357,-0.992218052123042,0.0,-0.7538821192694377,-0.6405126152203485,-0.9915701629251844,-0.9976093247110343,-0.09227353729624603,0.12257079918588153,-0.25451518057982436,0.4968414086913733,-0.6415698536585158,-0.6593804733957873,0.0,-1.066493585568505,-0.9748292242410928,0.0,-1.0212285338822822,-1.0582291525196585,-0.8076740521687841,-1.0746900758495408,1.076979384860002,1.076979384860002,0.9193900345209879,-0.9078920912074411,0.5241776079846127,-0.5484710111801682,-0.639863198389126,-0.15682730386593297,-2.245170380760263,0.3537755028113736,-0.3539989688172902,0.2946769147456354,1.6228719587990321,0.768863451802699,0.870817409319832,0.5155172916965312,1.1220959804075397,0.4551279671042595,0.10446527697720147,0.2771419879972438,-0.2694246551266157,0.3940594625132341,-0.4267045653950215,0.2091497452580458,0.447545744111839,-1.0946424684426719,-1.5277230540558724,-0.6816176351639971,-1.1019925877158137,0.1980882662331289,-1.9003333514279965,1.8360287028282165,-0.5787990936451971,-2.4861120007343303,1.0611682527079407,-1.2789782818340376,-1.3677537907790143,0.3214925015278062,1.367753790779013,0.0,1.0,1.0,0.0,1.0,2.6928407172504993
HFPO-DA,0.1728046280790797,-1.2859781717261165,3.59993676784663,3.3024936358210386,-0.6642368535118588,0.6688560540599391,-0.5922154880488787,0.0,0.0,-0.12395085777265212,-0.04957710232546295,-0.4467953564767357,-0.07504170142107057,0.0,0.4656330736664175,-0.6405126152203485,-0.055323657158915865,-0.06367719093900233,-0.6009892202421401,0.12257079918588153,0.0938671772889804,0.4968414086913733,-0.06700741422636915,-0.6593804733957873,0.0,-0.09645433427960408,0.020686031283630755,0.0,0.030598607756772315,-0.23847417521569778,-0.09580665903622218,-0.22555545312502662,0.2107260366209001,0.2107260366209001,-0.40451764319898836,-0.09534326148514276,-0.08855893264958131,-0.3704741226650016,-0.20609474476531722,-0.445878794230751,0.7946067233440317,0.22385985174081005,0.1356297824314788,-0.03015154085477517,0.8724789237839699,-0.12852283478559628,0.6428971861158294,-0.06395738420299489,0.6263472400708578,0.42385095145569457,0.14140571912611014,0.28426940338562423,6.128795260678374,0.29965383845013227,-0.3387242426331612,0.23977328313703608,-0.18009196642269842,-0.13145676174163934,0.21297001813361813,0.041837166926813656,-0.08165579985812547,-0.5831826541691035,0.5257869449632129,-0.649575000575514,-0.04162908838853452,0.8235260242382771,-0.7025665106208439,0.18158092906716278,0.9006473126090602,-1.0206137355996785,-0.9006473126090623,0.0,1.0,1.0,0.0,1.0,0.32540328865289736
PFPrA,0.19600459848839574,1.5015833876061029,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,-1.4950900031928034,-0.5922154880488787,0.0,0.0,-1.4874102932718238,-1.4847037485888708,-0.4467953564767357,-1.4508062274740277,0.0,-0.7538821192694377,-0.6405126152203485,-1.4596934158083188,-1.46457539159705,0.4164421456496479,0.9672561993033799,-0.6028975384486291,0.4968414086913733,-1.2161322930906624,-0.6593804733957873,0.0,-1.4846615276162414,-1.4014786194659745,0.0,-1.441959390537904,-1.468106641171639,-0.8076740521687841,-1.4327588926610828,1.450934455906078,1.450934455906078,-0.429758537133118,-1.2436055129806343,0.20965073474349633,-0.4208641659171615,-0.3926187849587561,-0.26824064717874657,0.657869344958718,0.49235219728664115,0.039624144931719965,1.1152961709993037,1.8385021412746247,1.1954897191971345,1.3147663658215423,1.143961658517144,1.4111532396634106,0.7327271822983416,-0.1420045565474944,0.2621744156816434,-0.2611604243793945,1.1077537596375269,-1.0865569861089786,0.03791672359664942,0.12536783130020504,-1.4962264743803413,0.09803901624535505,-0.13275660904169007,-1.4992060540347414,-1.277889313305863,-0.8600237591896753,-0.257800468501271,1.6478766013463693,0.03571332548548356,0.8058340762793978,-1.3407500529717766,-0.3605791843966525,-1.0711858546798443,0.3605791843966521,0.0,1.0,1.0,0.0,1.0,1.7606333866915993
PFBA,0.19600459848839574,-1.2859781717261165,0.2627193785275736,-0.03642456215979095,-2.537725414699152,0.6688560540599391,-0.7825255289144443,0.0,0.0,-1.0783724626220723,-1.0541657547098484,-0.4467953564767357,-0.992218052123042,0.0,-0.7538821192694377,-0.6405126152203485,-0.9915701629251844,-0.9976093247110343,-0.09227353729624603,0.12257079918588153,-0.25451518057982436,0.4968414086913733,-0.6415698536585158,-0.6593804733957873,0.0,-1.066493585568505,-0.9748292242410928,0.0,-1.0212285338822822,-1.0582291525196585,-0.8076740521687841,-1.0746900758495408,1.076979384860002,1.076979384860002,0.9193900345209879,-0.9078920912074411,0.5241776079846127,-0.5484710111801682,-0.639863198389126,-0.15682730386593297,-2.245170380760263,0.3537755028113736,-0.3539989688172902,0.2946769147456354,1.6228719587990321,0.768863451802699,0.870817409319832,0.5155172916965312,1.1220959804075397,0.4551279671042595,0.10446527697720147,0.2771419879972438,-0.2694246551266157,0.3940594625132341,-0.4267045653950215,0.2091497452580458,0.447545744111839,-1.0946424684426719,-1.5277230540558724,-0.6816176351639971,-1.1019925877158137,0.1980882662331289,-1.9003333514279965,1.8360287028282165,-0.5787990936451971,-2.4861120007343303,1.0611682527079407,-1.2789782818340376,-1.3677537907790143,0.3214925015278062,1.367753790779013,1.0,0.0,1.0,1.0,0.0,-0.5754228050357025
PFHxA,0.19600459848839574,1.5015833876061029,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,-1.4950900031928034,-0.5922154880488787,0.0,0.0,-0.26029680132256927,-0.19308976695180374,-0.4467953564767357,-0.07504170142107057,0.0,-0.7538821192694377,-0.6405126152203485,-0.055323657158915865,-0.06367719093900233,-0.6009892202421401,-0.7221146009316172,0.0938671772889804,0.4968414086913733,-0.06700741422636915,-0.6593804733957873,0.0,-0.23024131833806807,0.020686031283630755,0.0,-0.17976682057103857,-0.23847417521569778,-0.8076740521687841,-0.3022844852989285,0.3290514683082256,0.3290514683082256,-0.3589175793349194,-0.2144552132282995,0.38340849749266903,-0.6885690855272705,-0.662998269930935,-0.4078341249067524,0.6683876048345102,0.35501279472633124,0.5292528961804903,0.08952210068221832,0.20690042720930799,0.02594529651238906,0.19498439964535363,0.01765876733214943,0.09174671757612934,0.01624486398745723,0.4001890333671088,0.2450686187495284,-0.25171558923971304,-0.5907836739508747,0.5410789849854482,0.3881464807479192,0.3033165817361825,-0.27824174442215455,0.37390314065207747,-0.11705140254651275,-0.25915903628311543,-0.7965721386064285,0.49319009579254103,-0.911581383922037,0.353216677965106,0.7258649383561856,-0.5169757869865934,-0.030845328345394742,0.7335376245545889,-0.9447555569794294,-0.7335376245545898,0.0,1.0,1.0,0.0,1.0,2.055986204294419
PFBA,0.19600459848839574,1.5015833876061029,-0.35203119318909465,-0.03642456215979095,-0.9764849470430743,-1.4950900031928034,-0.038586278258142294,0.0,0.0,-1.0783724626220723,-1.0541657547098484,-0.4467953564767357,-0.992218052123042,0.0,-0.7538821192694377,-0.6405126152203485,-0.9915701629251844,-0.9976093247110343,-0.09227353729624603,0.12257079918588153,-0.25451518057982436,0.4968414086913733,-0.6415698536585158,-0.6593804733957873,0.0,-1.066493585568505,-0.9748292242410928,0.0,-1.0212285338822822,-1.0582291525196585,-0.8076740521687841,-1.0746900758495408,1.076979384860002,1.076979384860002,0.9193900345209879,-0.9078920912074411,0.5241776079846127,-0.5484710111801682,-0.639863198389126,-0.15682730386593297,-2.245170380760263,0.3537755028113736,-0.3539989688172902,0.2946769147456354,1.6228719587990321,0.768863451802699,0.870817409319832,0.5155172916965312,1.1220959804075397,0.4551279671042595,0.10446527697720147,0.2771419879972438,-0.2694246551266157,0.3940594625132341,-0.4267045653950215,0.2091497452580458,0.447545744111839,-1.0946424684426719,-1.5277230540558724,-0.6816176351639971,-1.1019925877158137,0.1980882662331289,-1.9003333514279965,1.8360287028282165,-0.5787990936451971,-2.4861120007343303,1.0611682527079407,-1.2789782818340376,-1.3677537907790143,0.3214925015278062,1.367753790779013,0.0,1.0,1.0,0.0,1.0,-0.426823418679284
62FTSA,0.19600459848839574,-0.08732670121326197,-0.35203119318909465,-0.03642456215979095,0.5847555206130031,0.6688560540599391,0.7918575364279622,0.0,0.0,1.1031626341766025,0.6679862208062409,2.724010399164614,0.8421346492809009,0.0,0.4656330736664175,1.5612494995995998,0.4127995957242184,0.4032888759470136,2.196947035960277,-0.5109432509022424,-0.777088717383032,-1.4550355540247364,1.0821174715326731,1.1539158284426272,0.0,0.7239943454589265,0.2340107288960714,0.0,0.4513294644123941,0.9911582907402435,1.1654366570573378,0.807728846816852,-0.8530957758935016,-0.8530957758935016,-0.46658818396589824,1.1158377885596242,-0.07066978431143457,2.084577549138204,1.450302295634239,2.0718774193589207,-0.22566448460792998,-2.569945292233783,-0.32519727756736305,-0.4233649344763247,-0.7389973065836244,-0.0991003335859801,-1.4282039725640245,-0.28432099334788524,-1.3069174401135681,-0.2663787713911348,-0.18144773867939118,-0.2336561148367408,0.012608616405536966,-0.04711115608585799,-0.008798032276182675,-0.40677155180108354,-0.16167370403680903,0.9932635614290128,-1.312614845313022,-0.038702408253320546,1.025210931261644,1.2438759253405585,0.1755647619104469,1.7838259785176211,-0.05207852476465239,-0.022378710585120767,0.39432057899034295,0.3677541837461808,-0.8912653559209909,2.807306662468277,0.8912653559209897,0.0,1.0,1.0,0.0,1.0,-0.597574266355914
